compoundId	compoundName	p.1	p.2	p.3	p.4	p.5	p.combined
530880	(2-bromo-4-fluorophenoxy)-dimethyl-octylsilane	0.0	0.0	0.0	0.0	0.0	0.0
2441515	1-(3-chloro-4-fluorophenyl)-3-(2-pyridin-2-ylethyl)thiourea	0.0	0.0	0.0	0.0	0.0	0.0
69030	1-methyl-4-(4-methylphenyl)sulfonylbenzene	1.0	1.0	1.0	0.11	0.0	0.622
89880	2-(2-nitro-5-propylimidazol-1-yl)ethanol	1.0	1.0	1.0	1.0	0.695	0.939
326039	4-[[3,5-dimethyl-1-(pyridine-4-carbonyl)pyrazol-4-yl]diazenyl]-N-pyrimidin-2-ylbenzenesulfonamide	0.0	0.0	0.0	0.0	0.0	0.0
715573	3-[(4-bromophenyl)methylsulfanyl]-5-propan-2-yl-1,2,4-triazol-4-amine	0.0	0.0	0.0	0.0	0.0	0.0
3897857	N-[4-(1-adamantyl)phenyl]-3-(cyclohexylsulfanylmethyl)-1-benzofuran-2-carboxamide	0.0	0.0	0.0	0.0	0.0	0.0
43118351	1-amino-3-[5-(diethylamino)pentan-2-yl]thiourea	0.0	0.0	0.0	0.0	0.0	0.0
57673085	(4-formylphenyl)-methylazanide;rubidium(1+)	0.0	0.0	0.0	0.0	0.0	0.0
359489	4-[(8-chlorobenzo[b][1,8]naphthyridin-5-yl)amino]-N-(4,6-dimethylpyrimidin-2-yl)benzenesulfonamide	0.0	0.0	0.0	0.0	0.0	0.0
461549	[(2R)-2-acetyloxy-3-ethoxypropyl] 2-(trimethylazaniumyl)ethyl phosphate	0.0	0.0	0.0	0.0	0.0	0.0
330161	tert-butyl-[2-[tert-butyl(dimethyl)silyl]oxy-5-fluoropyrimidin-4-yl]oxy-dimethylsilane	0.0	0.0	0.0	0.0	0.0	0.0
90043	disodium;2-[carboxylatomethyl(carboxymethyl)amino]acetate;methane	0.0	0.0	0.0	0.0	0.0	0.0
53313410	cyclooctane-1,2-diol	0.015	0.015	0.015	0.015	0.0	0.012
406606	1-[6,7-dichloro-4-oxido-1-oxo-3-(trifluoromethyl)quinoxalin-1-ium-2-yl]propan-1-one	0.0	0.0	0.0	0.0	0.0	0.0
2735922	2-amino-2-(4-fluorophenyl)acetonitrile	0.0	0.0	0.0	0.0	0.0	0.0
96355	amino-[bis(2-chloroethyl)amino]phosphinic acid;cyclohexanamine	0.0	0.0	0.0	0.0	0.0	0.0
1033248	1-benzyl-3-(4-chlorophenyl)sulfonyl-2-iminodipyrido[1,2-d:3',4'-f]pyrimidin-5-one	0.0	0.0	0.0	0.0	0.0	0.0
233550	(7S)-7-(benzylideneamino)-1,2,3,9-tetramethoxy-6,7-dihydro-5H-benzo[a]heptalen-10-one	0.175	0.175	0.175	0.175	0.0	0.14
310453	1,1-dibenzyl-3-[3-(trifluoromethyl)phenyl]urea	0.0	0.0	0.0	0.0	0.0	0.0
40770	1,3-dicyclohexyl-5,5-bis(prop-2-enyl)-2-sulfanylidene-1,3-diazinane-4,6-dione	0.0	0.0	0.0	0.0	0.0	0.0
188555	(4-chlorophenyl)-dimethyl-[(3-phenoxyphenyl)methoxymethyl]silane	0.0	0.0	0.0	0.0	0.0	0.0
94575	4-(dimethylaminodiazenyl)benzenesulfonamide	0.0	0.0	0.0	0.0	0.0	0.0
343303	methyl 2-[6-(4-hydroxy-3-methoxyphenyl)-3,4-dioxo-2-phenyl-1,7-dihydropyrazolo[3,4-b]pyridin-5-yl]-2-oxoacetate	0.87	0.87	0.87	0.045	0.0	0.531
102285	4-amino-1H-imidazole-5-carboxamide;2,4-dioxo-1H-pyrimidine-6-carboxylic acid;dihydrate	1.0	1.0	0.57	0.015	0.0	0.517
5325422	ethyl [(2S)-2-bromopropyl]sulfanylformate	0.0	0.0	0.0	0.0	0.0	0.0
9476	(1S,3R,4R,5R)-3-[3-(3,4-dihydroxyphenyl)prop-2-enoyloxy]-1,4,5-trihydroxycyclohexane-1-carboxylic acid	0.0	0.0	0.0	0.0	0.0	0.0
144531	3-(4-fluorophenyl)-5,5-dimethylcyclohex-2-en-1-one	0.0	0.0	0.0	0.0	0.0	0.0
1203682	3-(3-fluorophenyl)-5-(pyridin-3-ylmethylidene)-2-sulfanylidene-1,3-thiazolidin-4-one	0.0	0.0	0.0	0.0	0.0	0.0
53647882	5-chloro-3-(chloromethyl)-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-1,2,4-triazole	0.0	0.0	0.0	0.0	0.0	0.0
737855	4-fluoro-1-benzothiophene-2-carboxylic acid	0.0	0.0	0.0	0.0	0.0	0.0
487561	2-undecylsulfanylbutanedioic acid	1.0	1.0	0.0	0.0	0.0	0.4
28351	1-hydroxy-8-[(3,4,5,6-tetrahydroxyoxan-2-yl)methoxy]anthracene-9,10-dione	0.0	0.0	0.0	0.0	0.0	0.0
15452060	3-chloro-2-fluoro-6-(trifluoromethyl)benzonitrile	1.0	1.0	1.0	0.0	0.0	0.6
19617355	(4Z)-2-(2-chloro-5-iodophenyl)-4-[[3,5-dibromo-4-[(2-fluorophenyl)methoxy]phenyl]methylidene]-1,3-oxazol-5-one	0.0	0.0	0.0	0.0	0.0	0.0
1713157	2,4,6-trifluoro-5-methylpyrimidine	0.0	0.0	0.0	0.0	0.0	0.0
220973	butyl 2,2-dichlorocyclopropane-1-carboxylate	0.0	0.0	0.0	0.0	0.0	0.0
4033275	2-methylpropyl 6-[4-[[3,5-bis(trifluoromethyl)phenyl]carbamoylamino]phenyl]-3-ethyl-4-methyl-2-sulfanylidene-1,6-dihydropyrimidine-5-carboxylate	0.0	0.0	0.0	0.0	0.0	0.0
10866511	1-methyl-2-[(E)-3,3,3-trideuterio-2-methylprop-1-enyl]benzene	0.0	0.0	0.0	0.0	0.0	0.0
158621	3-[4-[(3-chlorophenyl)methoxy]phenyl]-5-(methylaminomethyl)-1,3-oxazolidin-2-one	0.0	0.0	0.0	0.0	0.0	0.0
172053	diazanium;3-dodecyl-2-(2-sulfonatophenoxy)benzenesulfonate	0.0	0.0	0.0	0.0	0.0	0.0
54052	methyl 4-[2-hydroxy-3-(propan-2-ylamino)propoxy]-3-methoxybenzoate	0.0	0.0	0.0	0.0	0.0	0.0
56371	methyl 2-(2-nitrobenzo[e][1]benzofuran-7-yl)acetate	0.0	0.0	0.0	0.0	0.0	0.0
328925	1-[2,6-dinitro-4-(trifluoromethyl)phenyl]-3-pyrrol-1-ylpiperidine	0.0	0.0	0.0	0.0	0.0	0.0
624139	8-fluoro-10-hydroxy-2,4-dimethylphenoxaphosphinine 10-oxide	0.08	0.08	0.08	0.0	0.0	0.048
12066367	2-[2-[2-(4,5-diaminopyrazol-1-yl)ethyl-methylamino]ethyl]pyrazole-3,4-diamine	0.0	0.0	0.0	0.0	0.0	0.0
6327490	[4-[fluoro(dimethyl)silyl]phenyl]-dimethylsilicon	0.925	0.925	0.925	0.925	0.34	0.808
278095	benzyl N-[1-[[5-(6-aminopurin-9-yl)-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl]amino]-3-(4-methoxyphenyl)-1-oxopropan-2-yl]carbamate	0.0	0.0	0.0	0.0	0.0	0.0
23256802	3-deuterio-N-(2-deuterioethyl)-3-phenylpropanamide	0.0	0.0	0.0	0.0	0.0	0.0
44483	N-[4-[2-(4-bromophenyl)ethenyl]phenyl]-N-hydroxyacetamide	0.0	0.0	0.0	0.0	0.0	0.0
114989	[(5S)-2-amino-5-[(dimethylamino)methyl]-4,5-dihydroimidazol-1-yl] methyl hydrogen phosphate	0.0	0.0	0.0	0.0	0.0	0.0
526733	2-(2-decoxyethoxy)ethyl 2,2,2-trifluoroacetate	0.0	0.0	0.0	0.0	0.0	0.0
466394	4-amino-1-[(2S,5R)-3,3-difluoro-5-(hydroxymethyl)oxolan-2-yl]-5-fluoropyrimidin-2-one	0.0	0.0	0.0	0.0	0.0	0.0
379109	[1,2-dimethoxy-10-methylsulfanyl-9-oxo-7-[(2,2,2-trifluoroacetyl)amino]-6,7-dihydro-5H-benzo[a]heptalen-3-yl] ethyl carbonate	1.0	1.0	1.0	0.0	0.0	0.6
8177	2-(2-butoxyethoxy)ethanol	1.0	1.0	1.0	0.075	0.065	0.628
173189	N'-(2-aminoethyl)ethane-1,2-diamine;phosphorous acid	0.05	0.05	0.05	0.045	0.0	0.039
22938	4-cyclohexylmorpholine	1.0	1.0	1.0	1.0	0.0	0.8
367121	[5-(1-chloro-2-phenylethenyl)-6-nitro-2-phenyl-1H-indol-3-yl] acetate	0.0	0.0	0.0	0.0	0.0	0.0
218058	2-[4-(2-acetyloxyethyl)-1,4-dimethylpiperazine-1,4-diium-1-yl]ethyl acetate;dichloride	0.0	0.0	0.0	0.0	0.0	0.0
22177314	ethane-1,2-diamine;propane-1,2-diamine	0.0	0.0	0.0	0.0	0.0	0.0
239338	ethyl 2-chloro-3,5-dinitrobenzoate	0.0	0.0	0.0	0.0	0.0	0.0
78609	diethyl 2,5-bis(4-methylanilino)cyclohexa-1,4-diene-1,4-dicarboxylate	0.0	0.0	0.0	0.0	0.0	0.0
3774553	4-chloro-2-fluoro-5-nitrobenzoic acid	0.0	0.0	0.0	0.0	0.0	0.0
96515	8-heptylsulfanyl-1,3-dimethyl-7H-purine-2,6-dione	0.495	0.495	0.495	0.0	0.0	0.297
214914	N,N-dimethyl-2-[1-[3-(trifluoromethyl)phenyl]pyrazolo[3,4-b]pyridin-3-yl]oxyethanamine;hydrochloride	0.0	0.0	0.0	0.0	0.0	0.0
377641	1,1,1-trifluoro-4-hydrazinylidene-2-(trifluoromethyl)pentan-2-ol	0.225	0.225	0.225	0.0	0.0	0.135
299982	methyl 6-chloro-2-(1,3-dioxoisoindol-2-yl)-5-oxohexanoate	0.0	0.0	0.0	0.0	0.0	0.0
7284	2-methylbutanal	1.0	1.0	0.855	0.0	0.0	0.571
10103703	2-amino-1,3-dimethyl-2-oxo-1,3,2$l^{5}-diazaphospholidine-4,5-dione	0.0	0.0	0.0	0.0	0.0	0.0
216713	5-amino-2-(aminomethyl)-6-[5-[3,5-diamino-2-[3-amino-5-hydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-6-hydroxycyclohexyl]oxy-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl]oxyoxane-3,4-diol	0.0	0.0	0.0	0.0	0.0	0.0
124098	4-amino-5-chloro-N-[2-(diethylamino)ethyl]-2-(2-methylsulfanylethoxy)benzamide	0.0	0.0	0.0	0.0	0.0	0.0
1605244	(5E)-3-[4-(2-chlorophenothiazin-10-yl)-4-oxobutyl]-5-[(4-methylphenyl)methylidene]-2-sulfanylidene-1,3-thiazolidin-4-one	0.0	0.0	0.0	0.0	0.0	0.0
6423147	N-[amino(fluoro)phosphinothioyl]ethanamine	0.0	0.0	0.0	0.0	0.0	0.0
9894200	3-(4-chlorophenyl)-N,N-dimethyl-3-pyridin-2-ylpropan-1-amine;N-cyclohexyl-4-(1H-imidazol-5-yl)piperidine-1-carbothioamide	0.0	0.0	0.0	0.0	0.0	0.0
3005714	dichlorocopper;1-(4-nitrophenyl)-3-(1-pyridin-2-ylethylideneamino)thiourea	0.0	0.0	0.0	0.0	0.0	0.0
11120033	[[di(propan-2-yl)amino]-hydroxymethylidene]iron	1.0	1.0	1.0	1.0	1.0	1.0
618221	4-methyl-1,1,1-triphenylundec-5-yn-2-one	0.0	0.0	0.0	0.0	0.0	0.0
210905	diethyl 2,6-dimethyl-4-(4-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate	0.0	0.0	0.0	0.0	0.0	0.0
452119	[methoxycarbonyl(2-methylpropanoyloxymethoxy)phosphoryl]oxymethyl 2-methylpropanoate	0.0	0.0	0.0	0.0	0.0	0.0
3963050	5,6-difluoro-5-methyl-1,3-diazinane-2,4-dione	0.0	0.0	0.0	0.0	0.0	0.0
20257	6-methoxy-1,2-diphenyl-3,4-dihydro-2H-naphthalen-1-ol	0.0	0.0	0.0	0.0	0.0	0.0
596424	1,2,2,3,3,4,5-heptafluoro-6-methoxybicyclo[2.2.2]oct-5-ene	0.0	0.0	0.0	0.0	0.0	0.0
57295402	1,1,3,3-tetra(piperazin-1-yl)propan-2-ol	0.0	0.0	0.0	0.0	0.0	0.0
320764	tributyl(hydroxy)silane	0.0	0.0	0.0	0.0	0.0	0.0
849447	(5E)-2-(1,3-dithiolan-2-ylidene)-5-[(4-fluorophenyl)methylidene]cyclopentan-1-one	0.0	0.0	0.0	0.0	0.0	0.0
233968	1,4-bis[(6-bromo-2,3-dihydro-1,4-benzodioxin-3-yl)methyl]piperazine	0.0	0.0	0.0	0.0	0.0	0.0
339410	phenyl N-[(7S)-1,2,3-trimethoxy-10-methylsulfanyl-9-oxo-6,7-dihydro-5H-benzo[a]heptalen-7-yl]carbamate	0.0	0.0	0.0	0.0	0.0	0.0
331186	[3,4,6-triacetyloxy-5-[[2-(2-chloroethylsulfanyl)ethyl-nitrosocarbamoyl]amino]oxan-2-yl]methyl acetate	0.0	0.0	0.0	0.0	0.0	0.0
580260	[amino(phenyl)phosphinothioyl]benzene	0.0	0.0	0.0	0.0	0.0	0.0
1133539	1-cyclopentyl-1-[(7,8-dimethyl-2-oxo-1H-quinolin-3-yl)methyl]-3-(2-methylpropyl)thiourea	0.0	0.0	0.0	0.0	0.0	0.0
389112	methyl 2-dihexoxyphosphoryloxy-3,3,3-trifluoropropanoate	0.0	0.0	0.0	0.0	0.0	0.0
285001	dimethyl 2-[(2,2,2-trifluoroacetyl)amino]butanedioate	0.0	0.0	0.0	0.0	0.0	0.0
259789	[(2S,3S)-2,3-bis(methanesulfonamido)-4-methylsulfonyloxybutyl] methanesulfonate	0.0	0.0	0.0	0.0	0.0	0.0
150767		0.0	0.0	0.0	0.0	0.0	0.0
108685	5-(benzenesulfonyl)-2,3,3-trimethylindole	0.0	0.0	0.0	0.0	0.0	0.0
1032147	2-[[1,3-benzodioxol-5-ylmethyl-[(4-tert-butylphenyl)methyl]amino]methyl]-N-(pyridin-4-ylmethyl)-1,3-thiazole-4-carboxamide	0.0	0.0	0.0	0.0	0.0	0.0
148966	(2S,3S,4S,5R)-3,4,5-trihydroxy-6-[hydroxy(naphthalen-2-yl)amino]oxyoxane-2-carboxylic acid	0.0	0.0	0.0	0.0	0.0	0.0
378285	[3-[1-(6-aminopurin-9-yl)-2-hydroxyethoxy]-4-hydroxybutyl]phosphonic acid;azane	0.0	0.0	0.0	0.0	0.0	0.0
554897	6-nitro-2-(trifluoromethyl)chromen-4-one	0.0	0.0	0.0	0.0	0.0	0.0
18950180	1,3,5,6-tetrazabicyclo[3.1.1]heptane-2,4,7-trione	0.0	0.0	0.0	0.0	0.0	0.0
20652982	dilithium;2-(4-azanidyl-4-methylcyclohexyl)propan-2-ylazanide	0.0	0.0	0.0	0.0	0.0	0.0
165182	2-methoxy-4,6-dinitrophenol	0.0	0.0	0.0	0.0	0.0	0.0
564262	N-(7-bicyclo[2.2.1]hept-2-enyl)-2,3,3,3-tetrafluoropropanamide	0.015	0.015	0.015	0.0	0.0	0.009
19089463	1-chloro-3,3-difluoropentane	0.0	0.0	0.0	0.0	0.0	0.0
4730667	[4-[(5-bromo-2,3,4-trimethylbenzoyl)amino]phenyl] 5-bromo-2,3,4-trimethylbenzoate	0.0	0.0	0.0	0.0	0.0	0.0
284362	4-tert-butyl-2-methyl-1-(2-phenylcyclopropyl)sulfonylbenzene	0.03	0.03	0.0	0.0	0.0	0.012
596005	4-(4-pyrimidin-2-ylpiperazin-1-yl)sulfonyl-2,1,3-benzothiadiazole	0.425	0.425	0.425	0.0	0.0	0.255
3797504	1-[2-[di(propan-2-yl)amino]ethyl]-3-[2-fluoro-6-(trifluoromethyl)phenyl]urea	0.0	0.0	0.0	0.0	0.0	0.0
648885	2-(4-cyclohexylpiperazin-1-yl)-N-(5-ethyl-1,3,4-thiadiazol-2-yl)acetamide	0.0	0.0	0.0	0.0	0.0	0.0
528883	[4-[2-[acetyl(2,2,3,3,3-pentafluoropropanoyl)amino]ethyl]phenyl] 2,2,3,3,3-pentafluoropropanoate	0.0	0.0	0.0	0.0	0.0	0.0
2753596	ethyl 4-[4-(benzenesulfonyl)-5-(4-nitrophenyl)-1,2-oxazole-3-carbonyl]-5-methyl-1-(4-methylphenyl)pyrazole-3-carboxylate	0.0	0.0	0.0	0.0	0.0	0.0
39614	2-(5-benzoyl-6-methyl-[1,3]dioxolo[4,5-f]indol-7-yl)acetic acid	0.0	0.0	0.0	0.0	0.0	0.0
262756	2-[2-(phenylmethoxycarbonylamino)ethyldisulfanyl]benzoic acid	0.0	0.0	0.0	0.0	0.0	0.0
22899108	2,6-diisocyanato-1,4-diselenane	0.0	0.0	0.0	0.0	0.0	0.0
10587561	diethyl 2-[tert-butyl($l^{1}-oxidanyl)amino]-2,3-dideuteriobutanedioate	0.0	0.0	0.0	0.0	0.0	0.0
620715	6-[2,4-bis(4-ethylphenyl)-3-(4-methoxy-6-oxopyran-2-yl)cyclobutyl]-4-methoxypyran-2-one	0.0	0.0	0.0	0.0	0.0	0.0
612602	trimethylsilyl 3-(3,4-dimethoxyphenyl)-2-(trimethylsilylamino)propanoate	0.0	0.0	0.0	0.0	0.0	0.0
3049818	ethyl 2-methyl-2-[4-[2-[4-[3-(trifluoromethyl)phenyl]piperazin-1-yl]ethyl]piperazin-1-yl]propanoate	0.0	0.0	0.0	0.0	0.0	0.0
533565	N-phenyl-N-phosphanylaniline	0.0	0.0	0.0	0.0	0.0	0.0
335158	methyl 4-methyl-3-[(1-methyl-3-oxo-2,1-benzothiazol-5-yl)sulfonylamino]benzoate	0.0	0.0	0.0	0.0	0.0	0.0
142	2-(6-aminopurin-9-yl)-5-methyloxolane-3,4-diol	0.0	0.0	0.0	0.0	0.0	0.0
1034119	3-[4-(difluoromethoxy)phenyl]-2-[2-(2,3-dihydro-1,4-benzodioxin-6-yl)-2-oxoethyl]sulfanyl-5,6,7,8-tetrahydro-[1]benzothiolo[2,3-d]pyrimidin-4-one	0.0	0.0	0.0	0.0	0.0	0.0
10028329	10-[6-[(7,9-diamino-6,8,10-triazaspiro[4.5]deca-6,8-dien-10-yl)oxy]hexoxy]-6,8,10-triazaspiro[4.5]deca-6,8-diene-7,9-diamine;hydrochloride	0.0	0.0	0.0	0.0	0.0	0.0
971379	3-(4-fluorophenyl)-4-propyl-1H-1,2,4-triazole-5-thione	0.66	0.66	0.0	0.0	0.0	0.264
134644	disodium;(8S,9R,10S,11S,13S,14S,16S,17R)-9-fluoro-17-(2-hydroxyacetyl)-10,13,16-trimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthrene-11,17-diolate	0.745	0.745	0.745	0.0	0.0	0.447
567791	2-[3-cyano-6-thiophen-2-yl-4-(trifluoromethyl)pyridin-2-yl]sulfanyl-N,N-diethylacetamide	0.0	0.0	0.0	0.0	0.0	0.0
383376	N-(1,1,1-trifluoropropan-2-ylideneamino)pyridine-4-carboxamide	0.115	0.115	0.0	0.0	0.0	0.046
1483372	(2E,3R)-2-(dimethylaminomethylidene)-4,4,4-trifluoro-3-hydrazinyl-3-hydroxybutanenitrile	0.0	0.0	0.0	0.0	0.0	0.0
1210550	ethyl 2-[4-[[3-(trifluoromethyl)phenyl]sulfamoyl]phenoxy]acetate	0.0	0.0	0.0	0.0	0.0	0.0
5231216	2-(4-fluorocyclohexyl)-5-(trifluoromethyl)piperidine	0.0	0.0	0.0	0.0	0.0	0.0
311534	N-[[4-(dimethylamino)phenyl]methylideneamino]-2-[[3-(trifluoromethyl)phenyl]carbamoylamino]acetamide	0.0	0.0	0.0	0.0	0.0	0.0
340171	[2-oxo-2-[(5-propan-2-yl-1,3,4-thiadiazol-2-yl)amino]ethyl] morpholine-4-carbodithioate	0.0	0.0	0.0	0.0	0.0	0.0
8879	2-(2-prop-2-enoxycarbonyloxyethoxy)ethyl prop-2-enyl carbonate	0.995	0.995	0.975	0.005	0.0	0.594
585318	N-[2-(1-adamantylmethylamino)-1,1,1,3,3,3-hexafluoropropan-2-yl]-2-methoxybenzamide	1.0	1.0	1.0	0.93	0.085	0.803
2722245	(6R,6aS,9S)-5-benzoyl-6-[4-(dimethylamino)phenyl]-9-phenyl-6a,8,9,10-tetrahydro-6H-benzo[b][1,4]benzodiazepin-7-one	0.0	0.0	0.0	0.0	0.0	0.0
169842	3,6-bis(2-methylsulfanylethyl)piperazine-2,5-dione	0.0	0.0	0.0	0.0	0.0	0.0
87851	N-[di(propan-2-yl)-$l^{4}-sulfanylidene]-4-methylbenzenesulfonamide	0.0	0.0	0.0	0.0	0.0	0.0
25118	2-(1-benzothiophen-3-yl)-N,N-dimethylethanamine	0.0	0.0	0.0	0.0	0.0	0.0
248588	acridin-9-amine;3,3-dimethyl-7-oxo-6-[(2-phenylacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid	0.0	0.0	0.0	0.0	0.0	0.0
354413	1-N,1-N'-bis(1,3,4-thiadiazol-2-yl)undecane-1,1-diamine	0.0	0.0	0.0	0.0	0.0	0.0
3392399	dodecyl N,N-bis(2-cyanoethyl)carbamodithioate	0.0	0.0	0.0	0.0	0.0	0.0
366729	2,2-difluoro-N-(2-hydroxyethyl)-3-(2-nitroimidazol-1-yl)propanamide	0.0	0.0	0.0	0.0	0.0	0.0
123146	$l^{1}-oxidanylmethane	1.0	1.0	0.0	0.0	0.0	0.4
1576717		0.0	0.0	0.0	0.0	0.0	0.0
275488	2-[1-[1-(1,3-dioxoisoindol-2-yl)ethyldisulfanyl]ethyl]isoindole-1,3-dione	0.0	0.0	0.0	0.0	0.0	0.0
10710730	N-(4-bromophenyl)-4,6-dichloropyrimidin-2-amine	0.0	0.0	0.0	0.0	0.0	0.0
20070196	2-cyclopropyl-3-propan-2-ylcyclopenta-1,3-diene;hydride;manganese(2+)	0.0	0.0	0.0	0.0	0.0	0.0
11009478	tert-butyl-[(E)-2-deuterio-2-phenylethenyl]-dimethylsilane	0.0	0.0	0.0	0.0	0.0	0.0
59816699	tris(buta-1,3-diynyl)phosphane	0.0	0.0	0.0	0.0	0.0	0.0
371147	9-[(4-nitrophenyl)methylsulfanyl]acridin-3-amine	0.0	0.0	0.0	0.0	0.0	0.0
164075	2-chloro-6-piperidin-4-ylsulfanylpyridine	0.0	0.0	0.0	0.0	0.0	0.0
666999	5-bromo-N-(3-oxo-2,4-dihydro-1,5,3$l^{5}-benzodioxaphosphepin-3-yl)pyridin-2-amine	0.0	0.0	0.0	0.0	0.0	0.0
534118	2-hydroxy-N-methyl-4-nitro-1,2,5-oxadiazol-3-imine	0.0	0.0	0.0	0.0	0.0	0.0
397787	5-methyl-2-phenyl-3-thiophen-2-yl-7-(thiophen-2-ylmethylidene)-3,3a,4,6-tetrahydropyrazolo[4,3-c]pyridine	0.0	0.0	0.0	0.0	0.0	0.0
167882	2,2-dichloroethenyl dihexyl phosphate	0.005	0.005	0.0	0.0	0.0	0.002
10261243	lithium;4-fluoro-2-methylsulfanyl-5H-pyrimidin-5-ide	0.0	0.0	0.0	0.0	0.0	0.0
141611	2-ethyl-2,2-difluoro-1-methyl-3-phenyl-1,3,2$l^{5}-diazaphosphetidin-4-one	1.0	1.0	1.0	1.0	1.0	1.0
3996803	N-[2-[2-(4-ethoxyanilino)-2-oxoethyl]sulfanyl-1,3-benzothiazol-6-yl]-2-[(6-nitro-1,3-benzothiazol-2-yl)sulfanyl]butanamide	0.0	0.0	0.0	0.0	0.0	0.0
3588542	2-[(4-fluorophenyl)sulfonylamino]-N-[3-[[3-(trifluoromethyl)phenyl]sulfamoyl]phenyl]benzamide	0.0	0.0	0.0	0.0	0.0	0.0
